sample	selected_count	subset_diversity	domain_pass_rate	mean_constraint_score	mean_conservation_score	mean_novelty_score	mean_uniqueness_score
148	20	0.7355009847	0.35	0.2448564593	0.4826086957	0.6099193954	0.731444193
149	20	0.5866197418	0.05	0.02188995215	0.2913043478	0.809090005	0.6554079367
150	20	0.7556900272	0.1	0.01570763032	0.3391304348	0.7712200805	0.7304362147
151	20	0.5951764801	0.1	0.02081339713	0.3065217391	0.8104463104	0.6593478856
152	20	0.6118312782	0.05	0.03444976077	0.2826086957	0.8095405264	0.6641161153
153	20	0.6287673741	0.05	0.02147492397	0.2956521739	0.8229530701	0.6731285851
154	20	0.7313817209	0.2	0.07809309804	0.3913043478	0.7027983568	0.7145171253
155	20	0.7230849274	0.1	0.06912132189	0.3369565217	0.7693147555	0.7100971651
156	20	0.7675483059	0.15	0.09794277744	0.3630434783	0.7429186091	0.7379150127
157	20	0.6643750822	0.15	0.07151786348	0.3456521739	0.7590461289	0.68432745
158	20	0.7241637603	0.15	0.06698564593	0.3456521739	0.7441927098	0.7110316311
159	20	0.6691959234	0.2	0.1417464115	0.3608695652	0.7337235357	0.6882076018
160	20	0.6878940766	0.1	0.03732057416	0.3304347826	0.7865357418	0.6953232924
161	20	0.6318059915	0	0.0001743408946	0.247826087	0.8529662856	0.6746838343
162	20	0.6830792485	0.15	0.09449760766	0.35	0.7637699988	0.6922539566
163	20	0.6347689007	0	0.007884082676	0.2434782609	0.8378389197	0.6750959264
164	20	0.6972922357	0.2	0.1335822534	0.3630434783	0.7402399292	0.7003278246
165	20	0.6592323011	0.05	0.04508891386	0.2956521739	0.8051110341	0.6830143346
166	20	0.7466812851	0.2	0.1652977678	0.3782608696	0.724588604	0.7262772861
167	20	0.5910249354	0.1	0.06818181818	0.3217391304	0.7743750437	0.6567189382
168	20	0.6683150287	0.1	0.05237491041	0.3260869565	0.7770269176	0.6859491847
169	20	0.7216057066	0.1	0.08013030368	0.3326086957	0.7536423544	0.7113477856
170	20	0.6396080166	0.1	0.0432844856	0.3195652174	0.7852117094	0.675343777
171	20	0.6827338438	0.15	0.03504784689	0.3434782609	0.7807315699	0.6940177749
172	20	0.7936728288	0.25	0.1412679426	0.4065217391	0.6950908954	0.7498298213
173	20	0.6244980558	0.05	0.006220095694	0.2826086957	0.8125806698	0.6713116046
174	20	0.6917007043	0.15	0.0938757918	0.3956521739	0.7342190232	0.6986314234
175	20	0.7207703584	0.1	0.08878310056	0.3260869565	0.7687584808	0.7094670145
176	20	0.7779243155	0.2	0.1216337679	0.3434782609	0.766178733	0.7429268699
177	20	0.7012137813	0	0.0001743408946	0.2369565217	0.838097926	0.7072816613
178	20	0.6026743351	0.15	0.1269138756	0.3173913043	0.7869173037	0.6579790571
179	20	0.5371642481	0.1	0.08971291866	0.3108695652	0.7873158902	0.6382722168
180	20	0.74813316	0.2	0.106633671	0.3847826087	0.7164900438	0.7244352164
181	20	0.6833656862	0.25	0.1226076555	0.4347826087	0.6651221356	0.6960231428
182	20	0.670530359	0.1	0.04042384209	0.3304347826	0.7767440481	0.6872528913
183	20	0.6645308371	0	0.008600817465	0.2804347826	0.8381016669	0.6887473323
184	20	0.737347817	0.1	0.0524919448	0.3195652174	0.7853839594	0.7197823818
185	20	0.7480499615	0.1	0.05741626794	0.3065217391	0.788648765	0.7303579846
186	20	0.731409865	0.35	0.1488038278	0.4565217391	0.6633418131	0.7197866642
187	20	0.7377692136	0.15	0.06816486837	0.35	0.7628048379	0.7216244443
188	20	0.8041991084	0.35	0.2420403696	0.4586956522	0.6532238129	0.7701014444
189	20	0.6983978256	0.1	0.0486774306	0.3	0.7979195518	0.6993813496
190	20	0.7043918958	0.2	0.08038277512	0.3847826087	0.7592049948	0.7037320835
191	20	0.7972107073	0.25	0.1063290588	0.3869565217	0.730815384	0.7639736588
192	20	0.6571682698	0.15	0.07589204424	0.3760869565	0.7475990382	0.6820347654
193	20	0.626335205	0.05	0.0471291866	0.2760869565	0.8242300642	0.6700711428
194	20	0.7463128274	0.25	0.1942021967	0.3891304348	0.7342051485	0.7239267275
195	20	0.6103897241	0.15	0.0711722488	0.3391304348	0.7755871312	0.6649262511
196	20	0.6317517596	0.05	0.005130303676	0.2934782609	0.8078491364	0.6741596854
197	20	0.8097797471	0.2	0.1254536092	0.4304347826	0.7098508189	0.764312236
198	20	0.7667790519	0.25	0.1409415377	0.3695652174	0.7324280467	0.7427894996
199	20	0.7454391413	0.15	0.06307976419	0.3565217391	0.755379364	0.7297492775
200	20	0.5548345012	0	0.0002259974559	0.2586956522	0.8281470118	0.6452731285
201	20	0.7149957827	0.15	0.06225568061	0.3130434783	0.8006877635	0.7100993797
202	20	0.7542293407	0.15	0.1234864628	0.3391304348	0.7613743171	0.726668147
203	20	0.7263393603	0.15	0.05909090909	0.352173913	0.7437147571	0.7223381986
204	20	0.7445606426	0.1	0.03193101912	0.3260869565	0.7825122473	0.7202745128
205	20	0.7357893141	0.15	0.08850350942	0.347826087	0.741372236	0.7182660859
206	20	0.6554613137	0.05	0.01020895079	0.2934782609	0.8260536782	0.6824584634
207	20	0.7435543979	0.15	0.1226710962	0.3565217391	0.7459152528	0.7247719496
208	20	0.6594249318	0.1	0.1097524359	0.2826086957	0.8173751593	0.6843544173
209	20	0.6635877929	0.05	0.01252962181	0.302173913	0.8014648126	0.6879616181
210	20	0.7978907294	0.25	0.1211005753	0.4260869565	0.6903806185	0.7550329515
211	20	0.6876421433	0.2	0.09222488038	0.3869565217	0.7353824152	0.6941292467
212	20	0.6380098124	0.05	0.02270354299	0.3130434783	0.7949516132	0.6752081084
213	20	0.7883183903	0.15	0.1129974365	0.3717391304	0.7328018904	0.7485992434
214	20	0.8414689246	0.2	0.1598517134	0.3739130435	0.7096685185	0.7835634145
