sample	selected_count	subset_diversity	domain_pass_rate	mean_constraint_score	mean_conservation_score	mean_novelty_score	mean_uniqueness_score
226	20	0.4809389979	1	0.6819672131	0.9847826087	0.2940074242	0.4694651007
227	20	0.4414029711	1	0.7106557377	0.9826086957	0.2679625556	0.4475689004
228	20	0.4587223386	1	0.6790983607	0.9804347826	0.2732483133	0.4573874492
229	20	0.4138443829	1	0.6040983607	0.9891304348	0.2447339103	0.4378646825
230	20	0.3600252169	1	0.7110655738	0.9847826087	0.1982931675	0.4137977211
231	20	0.5001896584	1	0.6172131148	0.9847826087	0.3201544518	0.4816727705
232	20	0.502035979	1	0.6081967213	0.9847826087	0.2880160588	0.4817010827
233	20	0.4366077159	1	0.6967213115	0.9717391304	0.2419920072	0.4470556387
234	20	0.4583799808	1	0.7135245902	0.9891304348	0.2746751387	0.4593734262
235	20	0.4489826235	1	0.6049180328	0.9826086957	0.248017837	0.4513122391
236	20	0.4987350499	1	0.6233606557	0.9717391304	0.2731232919	0.4771039699
237	20	0.5029876655	1	0.6290983607	0.9826086957	0.2987801846	0.4815322377
238	20	0.422055783	1	0.7225409836	0.9891304348	0.263121232	0.4422311255
239	20	0.4995847105	1	0.7200819672	0.9782608696	0.2943444924	0.4769685064
240	20	0.4985487597	1	0.6524590164	0.9804347826	0.2873842632	0.4773274736
241	20	0.5063051048	1	0.637295082	0.9586956522	0.3025966739	0.4810485492
242	20	0.4962695517	1	0.6204918033	0.9913043478	0.2869786702	0.4762177243
243	20	0.4989722882	1	0.6663934426	0.9782608696	0.3023490667	0.4801941318
244	20	0.4220293402	1	0.6766393443	0.9891304348	0.2503722738	0.4402836412
245	20	0.4399965379	1	0.743852459	0.9891304348	0.2384234727	0.4462218686
246	20	0.4650356247	1	0.6741803279	0.9826086957	0.2614225626	0.4615642258
247	20	0.4331731613	1	0.787295082	0.9934782609	0.2580573957	0.4464026455
248	20	0.4471746889	1	0.7581967213	0.9804347826	0.2684531984	0.4527990989
249	20	0.4785467429	1	0.6799180328	0.9826086957	0.2847201219	0.4668752437
250	20	0.4157421268	1	0.6368852459	0.9739130435	0.2395424555	0.436313078
251	20	0.4391966351	1	0.6401639344	0.9782608696	0.2214482023	0.4464874593
252	20	0.3639253941	1	0.6491803279	0.9869565217	0.1985651252	0.4151917427
253	20	0.4653849771	1	0.6635245902	0.9782608696	0.2692494685	0.4595196727
254	20	0.4170939736	1	0.7	0.9869565217	0.2494139326	0.4377840592
255	20	0.4579356475	1	0.7024590164	0.9847826087	0.2610304199	0.4563188894
256	20	0.3943296448	1	0.7405737705	0.9847826087	0.229458266	0.4282740886
257	20	0.5098810894	1	0.5655737705	0.9652173913	0.3236106411	0.4852990144
258	20	0.4604817994	1	0.6987704918	0.9891304348	0.2507926278	0.4567402648
259	20	0.4817429595	1	0.7004098361	0.9782608696	0.2620588332	0.4718221137
260	20	0.4169066221	1	0.7401639344	0.9956521739	0.248946643	0.4365005857
261	20	0.4332741903	1	0.5831967213	0.9760869565	0.2541644813	0.448185576
262	20	0.4574139745	1	0.6262295082	0.9760869565	0.284473232	0.4588660124
263	20	0.4207823515	1	0.7168032787	0.9891304348	0.2431248518	0.4385589633
264	20	0.4743326621	1	0.6959016393	0.9826086957	0.2665492172	0.4651627243
265	20	0.4454611978	1	0.7606557377	0.9804347826	0.2714767914	0.4520677203
266	20	0.4380186517	1	0.6827868852	0.9913043478	0.2654487026	0.4483982608
267	20	0.4521378994	1	0.693852459	0.9956521739	0.243050031	0.4527133875
268	20	0.4515471323	1	0.6971311475	0.9826086957	0.2669789603	0.4534949144
269	20	0.390563251	1	0.6659836066	0.9869565217	0.2222056876	0.4276884418
270	20	0.5038356364	1	0.75	0.9760869565	0.3116635918	0.4816169096
271	20	0.4226019612	1	0.7114754098	0.9913043478	0.2653200131	0.4440785796
272	20	0.4971526855	1	0.6254098361	0.9695652174	0.3032656501	0.478184803
273	20	0.470308226	1	0.6672131148	0.9891304348	0.2757201619	0.4629348391
274	20	0.4184372464	1	0.6819672131	0.9913043478	0.2463441453	0.443887693
275	20	0.4216759333	1	0.7012295082	0.9782608696	0.2395306392	0.4394490408
276	20	0.4042605719	1	0.6180327869	0.9826086957	0.2243477279	0.4333511493
